id,user,uid,version,changeset,timestamp
10497075,Charles_Smothers,160148,12,25038651,2014-08-26T20:25:39Z
10497085,Charles_Smothers,160148,6,14747592,2013-01-22T16:47:58Z
10497086,DaveHansenTiger,7168,1,336370,2007-10-28T14:28:15Z
10497092,DaveHansenTiger,7168,1,336370,2007-10-28T14:28:17Z
10497098,DaveHansenTiger,7168,1,336370,2007-10-28T14:28:19Z
10497113,42429,42429,3,769826,2009-03-09T16:48:01Z
10497125,Dami_Tn,2012449,6,25057898,2014-08-27T18:09:08Z
10497127,Dami_Tn,2012449,6,25058626,2014-08-27T18:39:57Z
10497128,Dami_Tn,2012449,11,25063579,2014-08-27T22:37:42Z
10497131,NE2,207745,4,13311189,2012-09-30T16:04:38Z
10497138,DaveHansenTiger,7168,1,336370,2007-10-28T14:28:57Z
10497142,NE2,207745,7,13291589,2012-09-29T00:42:30Z
10497161,KySy,745580,12,26834921,2014-11-17T01:27:37Z
10497165,andygol,94578,10,33273891,2015-08-11T18:06:13Z
10497173,DaveHansenTiger,7168,1,336370,2007-10-28T14:29:39Z
10497182,DaveHansenTiger,7168,1,336370,2007-10-28T14:29:45Z
10497184,DaveHansenTiger,7168,1,336370,2007-10-28T14:29:46Z
10497189,NE2,207745,9,13339919,2012-10-02T20:43:22Z
10497191,NE2,207745,6,13339919,2012-10-02T20:40:09Z
10497194,Dami_Tn,2012449,10,25058626,2014-08-27T18:39:56Z
10497227,oba510,933797,10,20858977,2014-03-02T06:29:17Z
10497229,42429,42429,3,769826,2009-03-09T16:48:01Z
10497231,DaveHansenTiger,7168,1,336370,2007-10-28T14:30:23Z
10497233,NE2,207745,5,13291589,2012-09-29T00:42:34Z
10497237,Dami_Tn,2012449,12,25062429,2014-08-27T21:29:59Z
10497242,NE2,207745,6,13311189,2012-09-30T16:00:07Z
10497251,NE2,207745,6,13339919,2012-10-02T20:43:58Z
10497262,Dami_Tn,2012449,7,25063579,2014-08-27T22:37:45Z
10497267,esuor,594525,15,40694893,2016-07-12T18:32:36Z
10497269,Dami_Tn,2012449,19,25084597,2014-08-28T22:10:08Z
10497271,DaveHansenTiger,7168,1,336370,2007-10-28T14:31:07Z
10497274,42429,42429,2,769826,2009-03-09T16:44:34Z
10497276,Dami_Tn,2012449,5,25101422,2014-08-29T16:50:38Z
10497278,DaveHansenTiger,7168,1,336370,2007-10-28T14:31:15Z
10497298,Timothy Smith,115918,3,44854618,2017-01-02T20:12:55Z
10497299,NE2,207745,7,13291589,2012-09-29T00:41:51Z
10497306,NE2,207745,4,13291589,2012-09-29T00:42:47Z
10497310,NE2,207745,3,13291589,2012-09-29T00:42:53Z
10497312,DaveHansenTiger,7168,1,336370,2007-10-28T14:31:40Z
10497315,DaveHansenTiger,7168,1,336370,2007-10-28T14:31:40Z
10497319,Charles_Smothers,160148,5,13875238,2012-11-14T19:11:06Z
10497320,DaveHansenTiger,7168,1,336370,2007-10-28T14:31:43Z
10497331,Brian@Brea,416346,2,22625204,2014-05-29T19:16:04Z
10497344,Dami_Tn,2012449,4,25064577,2014-08-28T00:28:37Z
10497345,Sonzai,513142,9,20171549,2014-01-24T05:29:20Z
10497362,NE2,207745,8,13291589,2012-09-29T00:42:00Z
10497365,NE2,207745,8,13311189,2012-09-30T16:04:07Z
10497367,tkmedia,183737,2,14373961,2012-12-23T06:19:19Z
10497369,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:10Z
10497375,Timothy Smith,115918,2,44855766,2017-01-02T20:53:34Z
10497377,Timothy Smith,115918,2,44860642,2017-01-03T02:30:18Z
10497383,Timothy Smith,115918,3,44855766,2017-01-02T20:53:33Z
10497385,Timothy Smith,115918,2,44855766,2017-01-02T20:53:34Z
10497386,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:19Z
10497390,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:19Z
10497391,macraig,574356,2,10206375,2011-12-26T11:37:53Z
10497393,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:21Z
10497395,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:21Z
10497411,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:24Z
10497423,hoohah,79593,7,859470,2009-03-26T00:22:01Z
10497439,Timothy Smith,115918,4,44861423,2017-01-03T03:43:30Z
10497442,Timothy Smith,115918,2,44861423,2017-01-03T03:43:30Z
10497446,Dami_Tn,2012449,7,25064577,2014-08-28T00:28:35Z
10497448,42429,42429,2,769826,2009-03-09T16:49:10Z
10497450,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:37Z
10497452,DaveHansenTiger,7168,1,336370,2007-10-28T14:32:39Z
10497453,BmDoty,691463,2,12032661,2012-06-27T04:58:29Z
10497454,BmDoty,691463,2,12032661,2012-06-27T04:39:29Z
10497466,NE2,207745,4,13476478,2012-10-13T09:33:57Z
10497474,NE2,207745,8,13291589,2012-09-29T00:43:14Z
10497485,DaveHansenTiger,7168,1,336370,2007-10-28T14:33:06Z
10497494,Dami_Tn,2012449,13,25062429,2014-08-27T21:30:01Z
10497502,esuor,594525,15,16889192,2013-07-09T16:26:26Z
10497508,Timothy Smith,115918,3,44859691,2017-01-03T00:58:58Z
10497512,Timothy Smith,115918,3,44859634,2017-01-03T00:52:31Z
10497515,42429,42429,2,769826,2009-03-09T16:44:19Z
10497523,NE2,207745,3,13291589,2012-09-29T00:43:34Z
10497524,NE2,207745,3,13291589,2012-09-29T00:45:12Z
10497532,NE2,207745,5,13311189,2012-09-30T16:04:39Z
10497534,Dami_Tn,2012449,6,25058626,2014-08-27T18:39:56Z
10497536,DaveHansenTiger,7168,1,336370,2007-10-28T14:33:41Z
10497537,DaveHansenTiger,7168,1,336370,2007-10-28T14:33:42Z
10497539,SashokA,693228,14,36315740,2016-01-02T11:18:56Z
10497540,animeigo,1168707,2,14483644,2013-01-01T04:29:19Z
10497543,AndrewSnow,371121,2,26633612,2014-11-08T02:52:49Z
10497567,DaveHansenTiger,7168,1,336370,2007-10-28T14:34:04Z
10497572,DaveHansenTiger,7168,1,336370,2007-10-28T14:34:07Z
10497573,DaveHansenTiger,7168,1,336370,2007-10-28T14:34:07Z
10497577,NE2,207745,6,13311189,2012-09-30T16:03:58Z
10497603,Charles_Smothers,160148,3,17710368,2013-09-06T21:29:26Z
10497604,DaveHansenTiger,7168,1,336370,2007-10-28T14:34:40Z
10497606,DaveHansenTiger,7168,1,336370,2007-10-28T14:34:41Z
10497620,Telecas,202256,10,27770734,2014-12-29T08:15:50Z
10497622,Charles_Smothers,160148,2,11880179,2012-06-12T22:57:32Z
10497628,42429,42429,2,769826,2009-03-09T16:48:06Z
10497629,Charles_Smothers,160148,2,11880126,2012-06-12T22:46:20Z
10497630,Charles_Smothers,160148,2,11880126,2012-06-12T22:46:20Z
10497635,Charles_Smothers,160148,6,13875238,2012-11-14T19:11:07Z
10497636,dougtj,1944371,7,43863497,2016-11-22T07:17:24Z
10497639,dougtj,1944371,8,43863497,2016-11-22T07:12:44Z
10497653,NE2,207745,4,13311189,2012-09-30T16:00:14Z
10497659,NE2,207745,4,13291589,2012-09-29T00:42:51Z
10497661,NE2,207745,4,13291589,2012-09-29T00:42:09Z
10497665,StellanL,28775,5,25939795,2014-10-08T14:23:30Z
10497667,markscalf,2772907,6,42550320,2016-09-30T19:19:15Z
10497671,Bill Leddy,2381404,5,40413340,2016-07-01T10:32:07Z
10497680,Dami_Tn,2012449,8,25058128,2014-08-27T18:17:55Z
10497682,DaveHansenTiger,7168,1,336759,2007-10-28T14:36:02Z
10497686,NE2,207745,5,13311189,2012-09-30T16:00:10Z
10497696,BmDoty,691463,2,12032661,2012-06-27T04:46:08Z
10497697,BmDoty,691463,3,12032661,2012-06-27T06:00:37Z
10497699,esuor,594525,10,13171043,2012-09-19T14:24:12Z
10497700,NE2,207745,5,13476478,2012-10-13T09:33:37Z
10497702,Dami_Tn,2012449,12,25063579,2014-08-27T22:37:41Z
10497707,NE2,207745,5,13311189,2012-09-30T16:03:07Z
10497709,NE2,207745,6,13311189,2012-09-30T16:02:40Z
10497710,Dami_Tn,2012449,4,25100566,2014-08-29T16:13:53Z
10497719,NE2,207745,5,13311189,2012-09-30T16:03:41Z
10497720,balcoath,74275,2,14107799,2012-12-01T06:20:20Z
10497721,BmDoty,691463,3,12032661,2012-06-27T04:43:35Z
10497725,NE2,207745,5,13291589,2012-09-29T00:42:20Z
10497736,Dami_Tn,2012449,5,25084583,2014-08-28T22:08:50Z
10497738,NE2,207745,8,13291589,2012-09-29T00:43:39Z
10497739,Dami_Tn,2012449,13,25062429,2014-08-27T21:30:00Z
10497742,Bill Leddy,2381404,5,28302131,2015-01-21T09:10:35Z
10497763,DaveHansenTiger,7168,1,336759,2007-10-28T14:37:33Z
10497765,DaveHansenTiger,7168,1,336759,2007-10-28T14:37:35Z
10497768,DaveHansenTiger,7168,1,336759,2007-10-28T14:37:40Z
10497792,DaveHansenTiger,7168,1,336759,2007-10-28T14:37:51Z
10497793,Bill Leddy,2381404,10,40413340,2016-07-01T10:32:05Z
10497795,NE2,207745,12,13311189,2012-09-30T16:01:11Z
10497797,DaveHansenTiger,7168,1,336759,2007-10-28T14:37:58Z
10497798,DaveHansenTiger,7168,1,336759,2007-10-28T14:37:59Z
10497802,Dami_Tn,2012449,6,25058626,2014-08-27T18:39:56Z
10497806,NE2,207745,5,13311189,2012-09-30T16:00:20Z
10497811,NE2,207745,3,13311189,2012-09-30T16:02:19Z
10497814,NE2,207745,5,13311189,2012-09-30T16:00:47Z
10497830,BmDoty,691463,2,12032661,2012-06-27T04:41:22Z
10497833,BmDoty,691463,2,12032661,2012-06-27T04:58:29Z
10497834,BmDoty,691463,2,12032661,2012-06-27T05:00:26Z
10497842,Acizza,602351,17,11802764,2012-06-05T07:23:34Z
10497849,NE2,207745,4,13311189,2012-09-30T16:01:48Z
10497880,NE2,207745,4,12974682,2012-09-03T22:29:05Z
10497891,oba510,933797,8,24799663,2014-08-17T05:01:58Z
10497899,manoharuss,3769434,16,40015810,2016-06-14T11:53:52Z
10497910,42429,42429,2,769826,2009-03-09T16:44:02Z
10497912,42429,42429,2,769826,2009-03-09T16:44:32Z
10497913,42429,42429,2,769826,2009-03-09T16:44:07Z
10497946,KySy,745580,8,26834921,2014-11-17T01:27:41Z
10497953,NE2,207745,4,13443647,2012-10-10T16:56:43Z
10497964,DaveHansenTiger,7168,1,336759,2007-10-28T14:39:23Z
10497968,Charles_Smothers,160148,2,29708852,2015-03-24T17:43:39Z
10497969,DaveHansenTiger,7168,1,336759,2007-10-28T14:39:25Z
10497970,NE2,207745,10,13339919,2012-10-02T20:41:26Z
10497977,andygol,94578,12,33273891,2015-08-11T18:06:12Z
10497984,NE2,207745,6,13311189,2012-09-30T16:02:58Z
10497987,DaveHansenTiger,7168,1,336759,2007-10-28T14:39:49Z
10497990,DaveHansenTiger,7168,1,336759,2007-10-28T14:39:51Z
10497992,DaveHansenTiger,7168,1,336759,2007-10-28T14:39:53Z
10497996,Timothy Smith,115918,2,44861152,2017-01-03T03:21:55Z
10497999,kwest,476589,2,8548086,2011-06-26T01:42:26Z
10498005,DaveHansenTiger,7168,1,336759,2007-10-28T14:39:59Z
10498007,DaveHansenTiger,7168,1,336759,2007-10-28T14:39:59Z
10498009,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:09Z
10498010,Timothy Smith,115918,2,44861152,2017-01-03T03:21:54Z
10498012,andrewpmk,1679,5,39039757,2016-05-02T14:24:09Z
10498013,NE2,207745,7,13339919,2012-10-02T20:45:05Z
10498014,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:23Z
10498015,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:27Z
10498020,BmDoty,691463,2,12038912,2012-06-27T18:09:18Z
10498022,RichRico,2219338,3,26376023,2014-10-27T22:17:25Z
10498023,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:31Z
10498024,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:31Z
10498026,NE2,207745,4,13291589,2012-09-29T00:44:02Z
10498027,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:36Z
10498029,BmDoty,691463,2,11828262,2012-06-07T19:09:46Z
10498031,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:39Z
10498033,DaveHansenTiger,7168,1,336759,2007-10-28T14:40:40Z
10498034,BmDoty,691463,2,11828262,2012-06-07T19:09:46Z
10498035,Luis36995,1829683,3,24165700,2014-07-15T17:44:44Z
10498045,Dami_Tn,2012449,7,25077851,2014-08-28T16:43:33Z
10498048,karitotp,2748195,8,37719737,2016-03-09T20:42:26Z
10498049,calfarome,2511706,6,38207012,2016-03-31T18:33:43Z
10498052,Dami_Tn,2012449,5,25058626,2014-08-27T18:39:55Z
10498055,NE2,207745,3,13311189,2012-09-30T16:01:25Z
10498067,NE2,207745,6,13291589,2012-09-29T00:43:52Z
10498070,esuor,594525,5,40694893,2016-07-12T18:32:36Z
10498072,Dami_Tn,2012449,10,25064577,2014-08-28T00:28:38Z
10498075,Dami_Tn,2012449,4,25064577,2014-08-28T00:28:37Z
10498078,BmDoty,691463,2,12032661,2012-06-27T04:39:28Z
10498081,BmDoty,691463,2,12032661,2012-06-27T05:02:40Z
10498082,BmDoty,691463,2,12032661,2012-06-27T05:02:40Z
10498084,Dami_Tn,2012449,6,25064577,2014-08-28T00:28:36Z
10498088,NE2,207745,3,13311189,2012-09-30T16:03:44Z
10498094,BmDoty,691463,2,11828262,2012-06-07T19:09:44Z
10498097,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:31Z
10498099,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:31Z
10498100,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:32Z
10498102,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:32Z
10498103,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:33Z
10498104,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:33Z
10498107,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:34Z
10498110,DaveHansenTiger,7168,1,336759,2007-10-28T14:41:35Z
10498119,BmDoty,691463,3,12032661,2012-06-27T04:58:26Z
10498121,Dami_Tn,2012449,6,25084583,2014-08-28T22:08:51Z
10498125,Dami_Tn,2012449,6,25101422,2014-08-29T16:50:36Z
10498139,oba510,933797,6,40411109,2016-07-01T08:37:31Z
10498140,AndrewSnow,371121,2,26633612,2014-11-08T02:52:48Z
10498148,DaveHansenTiger,7168,1,336759,2007-10-28T14:42:18Z
10498149,NE2,207745,3,13291589,2012-09-29T00:44:28Z
10498152,Timothy Smith,115918,5,44859691,2017-01-03T00:58:58Z
10498157,DaveHansenTiger,7168,1,336759,2007-10-28T14:42:30Z
10498158,NE2,207745,4,13291589,2012-09-29T00:44:44Z
10498163,NE2,207745,8,13339919,2012-10-02T20:41:22Z
10498165,DaveHansenTiger,7168,1,336759,2007-10-28T14:42:45Z
10498167,DaveHansenTiger,7168,1,336759,2007-10-28T14:42:47Z
10498169,Timothy Smith,115918,2,44861215,2017-01-03T03:27:57Z
10498178,Timothy Smith,115918,2,44861423,2017-01-03T03:43:30Z
10498179,Timothy Smith,115918,2,44859691,2017-01-03T00:58:58Z
10498180,tkmedia,183737,2,14396617,2012-12-25T00:53:07Z
10498181,DaveHansenTiger,7168,1,336759,2007-10-28T14:43:05Z
10498182,NE2,207745,3,13311189,2012-09-30T16:00:49Z
10498189,StellanL,28775,4,25939795,2014-10-08T13:51:31Z
10498190,Bryce C Nesbitt,355242,2,28784998,2015-02-11T22:25:30Z
10498194,Charles_Smothers,160148,2,11880126,2012-06-12T22:46:20Z
10498195,Charles_Smothers,160148,2,11880126,2012-06-12T22:46:20Z
10498198,NE2,207745,4,13291589,2012-09-29T00:41:37Z
10498199,NE2,207745,3,13311189,2012-09-30T16:03:26Z
10498203,StellanL,28775,6,25939795,2014-10-08T14:36:03Z
10498204,42429,42429,2,769826,2009-03-09T16:44:48Z
10498205,NE2,207745,9,13476478,2012-10-13T09:30:58Z
10498212,dchiles,153669,4,13587659,2012-10-22T02:28:23Z
10498214,NE2,207745,6,13291589,2012-09-29T00:42:04Z
10498220,markscalf,2772907,8,42456534,2016-09-26T21:22:42Z
10498222,Dami_Tn,2012449,5,25058626,2014-08-27T18:39:54Z
10498223,Timothy Smith,115918,2,44860642,2017-01-03T02:30:18Z
10498224,Timothy Smith,115918,2,44860642,2017-01-03T02:30:18Z
10498225,Timothy Smith,115918,2,44860642,2017-01-03T02:30:18Z
10498226,DaveHansenTiger,7168,1,336759,2007-10-28T14:44:06Z
10498227,DaveHansenTiger,7168,1,336759,2007-10-28T14:44:07Z
10498228,DaveHansenTiger,7168,1,336759,2007-10-28T14:44:07Z
10498229,DaveHansenTiger,7168,1,336759,2007-10-28T14:44:09Z
10498230,DaveHansenTiger,7168,1,336759,2007-10-28T14:44:09Z
10498232,NE2,207745,8,13291589,2012-09-29T00:43:28Z
10498239,BmDoty,691463,2,12032661,2012-06-27T05:37:46Z
10498242,Timothy Smith,115918,3,44855766,2017-01-02T20:53:33Z
10498243,DaveHansenTiger,7168,1,336759,2007-10-28T14:44:42Z
10498244,BmDoty,691463,2,12032661,2012-06-27T05:37:47Z
10498275,oba510,933797,8,24799663,2014-08-17T05:01:40Z
10498279,DaveHansenTiger,7168,1,336759,2007-10-28T14:45:23Z
10498282,Dami_Tn,2012449,12,25063579,2014-08-27T22:37:44Z
10498286,adjuva,92274,14,10586536,2012-02-04T17:38:10Z
10498292,DaveHansenTiger,7168,1,336759,2007-10-28T14:45:54Z
10498293,DaveHansenTiger,7168,1,336759,2007-10-28T14:45:55Z
10498294,DaveHansenTiger,7168,1,336759,2007-10-28T14:45:56Z
10498296,BmDoty,691463,2,12032661,2012-06-27T04:46:08Z
10498303,NE2,207745,7,13311189,2012-09-30T16:03:18Z
10498304,NE2,207745,4,13339919,2012-10-02T20:44:02Z
10498305,NE2,207745,5,13476478,2012-10-13T09:33:43Z
10498306,DaveHansenTiger,7168,1,336759,2007-10-28T14:46:14Z
10498317,DaveHansenTiger,7168,1,336759,2007-10-28T14:46:26Z
10498318,jraller,46789,2,11932278,2012-06-18T01:32:40Z
10498319,NE2,207745,3,13311189,2012-09-30T16:01:36Z
10498321,DaveHansenTiger,7168,1,336759,2007-10-28T14:46:31Z
10498322,DaveHansenTiger,7168,1,336759,2007-10-28T14:46:32Z
10498329,BmDoty,691463,2,12032661,2012-06-27T04:58:28Z
10498330,BmDoty,691463,2,12032661,2012-06-27T04:58:29Z
10498334,BmDoty,691463,2,12032661,2012-06-27T04:39:29Z
10498349,42429,42429,2,769826,2009-03-09T16:44:10Z
10498350,42429,42429,2,769826,2009-03-09T16:44:12Z
10498352,42429,42429,2,769826,2009-03-09T16:44:15Z
10498355,DaveHansenTiger,7168,1,336759,2007-10-28T14:46:52Z
10498365,NE2,207745,9,13339919,2012-10-02T20:43:15Z
10498367,DaveHansenTiger,7168,1,336759,2007-10-28T14:46:55Z
10498379,NE2,207745,4,13476478,2012-10-13T09:33:31Z
10498380,NE2,207745,10,13339919,2012-10-02T20:42:06Z
10498382,Timothy Smith,115918,2,44861152,2017-01-03T03:21:55Z
10498383,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:09Z
10498384,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:10Z
10498385,Dami_Tn,2012449,6,25057898,2014-08-27T18:09:08Z
10498386,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:11Z
10498388,NE2,207745,5,13311189,2012-09-30T15:59:42Z
10498396,SashokA,693228,30,36315740,2016-01-02T11:18:53Z
10498397,Dami_Tn,2012449,8,25063579,2014-08-27T22:37:45Z
10498398,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:25Z
10498399,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:29Z
10498408,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:44Z
10498409,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:45Z
10498410,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:46Z
10498412,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:47Z
10498413,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:48Z
10498414,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:50Z
10498415,DaveHansenTiger,7168,1,336759,2007-10-28T14:47:52Z
10498417,NE2,207745,5,13476478,2012-10-13T09:33:54Z
10498418,NE2,207745,10,13291589,2012-09-29T00:43:28Z
10498421,DaveHansenTiger,7168,1,336759,2007-10-28T14:48:01Z
10498423,BmDoty,691463,2,12032661,2012-06-27T04:41:23Z
10498424,BmDoty,691463,2,12032661,2012-06-27T04:41:23Z
10498425,BmDoty,691463,2,12032661,2012-06-27T05:00:27Z
10498426,T99,243490,3,15818925,2013-04-22T01:29:53Z
10498427,DaveHansenTiger,7168,1,336759,2007-10-28T14:48:09Z
10498428,DaveHansenTiger,7168,1,336759,2007-10-28T14:48:12Z
10498429,DaveHansenTiger,7168,1,336759,2007-10-28T14:48:13Z
10498430,esuor,594525,19,40694989,2016-07-12T18:36:58Z
10498431,BmDoty,691463,2,12032661,2012-06-27T04:54:51Z
10498434,Timothy Smith,115918,2,44855153,2017-01-02T20:31:30Z
10498436,42429,42429,2,769826,2009-03-09T16:49:13Z
10498437,42429,42429,2,769826,2009-03-09T16:49:15Z
10498438,DaveHansenTiger,7168,1,336759,2007-10-28T14:48:26Z
10498448,DaveHansenTiger,7168,1,336759,2007-10-28T14:48:31Z
10498449,NE2,207745,4,13476478,2012-10-13T09:33:38Z
10498463,DaveHansenTiger,7168,1,336759,2007-10-28T14:48:45Z
